,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,cons.conf.idx,euribor3m,y
294,36.0,5,2,8,2,1,0,0,7,4,171,1.0,999,0,3,-42.7,4.962,1
295,28.0,2,2,4,0,1,0,1,7,4,60,1.0,999,0,3,-42.7,4.966,1
296,33.0,1,2,7,0,1,0,0,8,4,59,1.0,999,0,3,-36.1,4.968,1
297,33.0,2,2,3,0,0,1,0,5,4,178,7.0,999,0,3,-46.2,1.266,1
298,34.0,2,2,3,0,1,0,0,5,2,332,1.0,999,0,3,-46.2,1.344,1
299,49.0,8,2,4,2,2,2,1,5,1,71,2.0,999,0,3,-36.4,4.857,1
300,32.0,10,2,7,0,1,0,0,8,4,67,1.0,999,0,3,-36.1,4.968,1
301,32.0,10,2,6,0,1,1,0,5,3,160,1.0,999,0,3,-46.2,1.334,1
302,30.0,8,1,3,0,1,0,1,5,2,320,1.0,999,0,3,-36.4,4.856,1
303,41.0,10,2,3,0,1,0,1,5,2,420,1.0,999,0,3,-36.4,4.856,1
304,34.0,2,2,3,0,1,0,1,5,5,243,1.0,999,0,3,-36.4,4.857,1
305,42.0,1,2,4,0,0,0,1,5,4,260,1.0,999,0,3,-36.4,4.86,1
306,36.0,5,2,7,0,0,0,0,4,1,450,1.0,999,1,1,-47.1,1.405,1
307,35.0,1,2,4,0,0,0,1,5,2,184,1.0,999,0,3,-36.4,4.856,1
308,36.0,10,3,3,2,1,0,1,6,3,227,2.0,999,0,3,-41.8,4.864,1
309,49.0,1,2,4,0,1,0,0,7,1,69,11.0,999,0,3,-42.7,4.962,1
310,41.0,10,2,7,2,1,1,0,4,4,139,1.0,999,0,3,-47.1,1.435,1
311,28.0,1,3,4,0,1,0,0,5,4,457,2.0,999,1,1,-40.0,0.683,1
312,35.0,1,3,7,0,0,0,0,7,5,91,1.0,999,0,3,-42.7,4.957,1
313,27.0,2,3,3,0,0,0,0,7,4,324,1.0,999,0,3,-42.7,4.958,1
314,36.0,2,2,3,0,1,0,0,11,5,63,2.0,999,0,3,-42.0,4.021,1
315,55.0,1,1,7,0,1,0,1,5,3,74,2.0,999,0,3,-36.4,4.857,1
316,35.0,10,2,6,0,0,0,1,5,3,161,2.0,999,0,3,-36.4,4.859,1
317,26.0,1,3,7,0,1,0,0,9,2,201,1.0,999,0,3,-37.5,0.881,0
318,25.0,8,3,7,0,1,0,0,7,3,170,1.0,999,0,3,-42.7,4.962,1
319,56.0,2,2,1,0,1,0,0,7,4,132,1.0,999,0,3,-42.7,4.962,1
320,38.0,8,3,4,0,1,0,0,4,3,1665,3.0,999,0,3,-47.1,1.445,0
321,32.0,9,2,4,0,1,0,0,4,4,753,1.0,999,0,3,-47.1,1.365,0
322,42.0,2,2,1,0,0,0,0,7,3,54,10.0,999,0,3,-42.7,4.963,1
323,42.0,8,2,4,2,1,0,1,5,5,247,2.0,999,0,3,-36.4,4.864,1
324,48.0,2,2,2,0,1,0,1,6,2,130,1.0,999,0,3,-41.8,4.961,1
325,38.0,8,2,1,0,1,0,1,6,4,400,2.0,999,0,3,-41.8,4.866,1
326,34.0,1,3,7,0,1,0,0,4,1,285,1.0,999,0,3,-47.1,1.405,1
327,38.0,10,2,6,0,0,0,0,11,1,113,1.0,999,0,3,-42.0,4.191,1
328,49.0,10,1,8,0,1,1,0,10,4,81,1.0,999,0,3,-26.9,0.754,1
329,28.0,7,2,6,0,1,0,0,11,2,179,1.0,999,0,3,-30.1,0.72,0
330,49.0,2,2,3,2,1,0,0,7,4,180,19.0,999,0,3,-42.7,4.962,1
331,24.0,9,3,4,0,1,0,0,12,4,726,3.0,999,0,3,-33.0,0.712,0
332,27.0,11,3,7,0,1,0,0,7,2,65,1.0,999,0,3,-42.7,4.961,1
333,27.0,1,3,4,0,0,0,1,9,1,6,1.0,999,0,3,-37.5,0.879,1
334,36.0,5,2,4,0,0,0,0,11,3,356,2.0,999,0,3,-42.0,4.12,1
335,38.0,10,2,7,0,1,0,0,11,4,82,1.0,999,0,3,-42.0,4.076,1
336,30.0,1,3,7,0,0,0,0,11,4,278,1.0,999,0,3,-42.0,4.076,1
337,32.0,10,2,7,0,0,0,0,4,1,345,2.0,999,0,3,-47.1,1.405,1
338,30.0,5,2,7,0,1,0,0,8,3,118,6.0,999,0,3,-36.1,4.964,1
339,23.0,2,2,6,0,1,0,1,5,2,116,4.0,999,0,3,-36.4,4.856,1
340,33.0,1,2,4,0,0,0,1,5,3,307,1.0,999,0,3,-36.4,4.857,1
341,24.0,9,3,4,2,1,1,1,5,5,103,7.0,999,0,3,-36.4,4.859,1
342,37.0,2,2,3,0,2,2,0,5,3,136,5.0,999,0,3,-46.2,1.334,1
343,81.0,4,1,1,0,1,0,0,11,1,151,6.0,999,0,3,-30.1,0.719,1
344,43.0,10,2,4,0,1,0,0,5,5,81,1.0,999,0,3,-46.2,1.259,1
345,47.0,8,2,4,0,0,0,1,6,1,548,8.0,999,0,3,-41.8,4.865,1
346,49.0,8,2,4,2,0,0,1,6,4,97,1.0,999,0,3,-41.8,4.961,1
347,26.0,2,3,3,2,1,0,0,5,4,115,3.0,999,0,3,-46.2,1.266,1
348,44.0,10,2,6,0,0,0,0,5,1,132,3.0,999,0,3,-46.2,1.299,1
349,52.0,2,2,3,0,1,0,1,5,5,171,2.0,999,0,3,-36.4,4.859,1
350,23.0,9,3,7,0,1,0,0,9,5,349,2.0,999,4,1,-37.5,0.879,1
351,38.0,11,2,7,0,1,0,0,11,3,233,2.0,999,0,3,-42.0,4.12,1
352,31.0,10,3,6,0,0,0,0,8,5,193,2.0,999,0,3,-36.1,4.966,0
353,29.0,1,2,7,0,1,0,0,7,1,173,3.0,999,0,3,-40.3,0.87,0
354,38.0,2,2,4,2,0,0,0,7,1,90,3.0,999,0,3,-42.7,4.962,1
355,54.0,8,2,3,2,1,0,0,7,4,58,2.0,999,0,3,-42.7,4.962,1
356,34.0,7,1,6,2,0,0,0,7,2,361,1.0,999,0,3,-42.7,4.962,1
357,36.0,2,2,2,2,1,0,1,5,2,306,5.0,999,0,3,-36.4,4.857,1
358,48.0,6,2,1,2,0,0,1,6,5,75,2.0,999,0,3,-41.8,4.959,1
359,37.0,2,2,2,0,0,0,1,5,1,168,1.0,999,0,3,-36.4,4.858,1
360,31.0,1,3,7,0,0,0,0,8,3,68,4.0,999,0,3,-36.1,4.964,1
361,41.0,2,2,1,0,1,0,1,7,3,52,1.0,999,0,3,-42.7,4.962,1
362,29.0,8,2,6,2,1,0,0,8,2,2089,6.0,999,0,3,-36.1,4.965,0
363,38.0,1,2,7,0,1,0,1,8,5,20,1.0,999,0,3,-36.1,4.963,1
364,37.0,1,2,7,2,1,0,0,8,1,86,1.0,999,0,3,-36.1,4.965,1
365,48.0,1,3,7,0,1,0,1,5,3,140,2.0,999,0,3,-36.4,4.856,1
366,39.0,6,1,1,0,1,0,0,5,2,188,1.0,999,0,3,-46.2,1.344,1
367,31.0,10,3,7,0,1,0,0,8,4,34,6.0,999,0,3,-36.1,4.962,1
368,29.0,1,3,4,0,1,0,0,4,4,733,1.0,999,0,3,-47.1,1.365,0
369,38.0,3,2,6,0,1,1,0,6,2,262,2.0,999,1,1,-40.8,1.262,1
370,72.0,6,2,1,0,0,0,0,9,5,230,1.0,3,2,2,-29.8,0.803,0
371,48.0,8,2,1,2,0,0,0,8,4,118,2.0,999,0,3,-36.1,4.968,1
372,49.0,4,2,1,2,0,0,1,5,3,328,1.0,999,0,3,-36.4,4.857,1
373,32.0,5,3,7,0,0,0,0,7,5,237,2.0,999,1,1,-40.3,0.861,1
374,23.0,9,3,4,0,0,0,0,6,3,200,2.0,999,0,3,-40.8,1.26,0
375,48.0,10,2,6,0,0,0,0,4,3,95,1.0,999,1,1,-47.1,1.445,1
376,23.0,9,3,3,0,1,0,0,12,2,321,2.0,999,0,3,-33.0,0.708,0
377,41.0,2,2,2,2,0,0,0,5,2,399,4.0,999,0,3,-46.2,1.291,1
378,43.0,10,3,6,0,1,0,1,6,1,70,3.0,999,0,3,-41.8,4.865,1
379,57.0,10,1,3,0,0,0,1,6,4,72,1.0,999,0,3,-41.8,4.866,1
380,25.0,8,3,4,0,0,0,0,7,3,643,1.0,999,0,3,-42.7,4.962,1
381,33.0,1,2,4,0,0,0,1,5,3,629,2.0,999,0,3,-36.4,4.857,1
382,30.0,1,3,7,0,1,0,0,7,2,255,2.0,3,1,2,-40.3,0.797,1
383,32.0,11,3,4,2,1,1,1,5,5,289,2.0,999,0,3,-36.4,4.864,1
384,33.0,8,2,4,0,1,0,0,8,3,417,1.0,999,0,3,-31.4,0.879,0
385,34.0,1,2,7,2,1,0,0,8,2,87,1.0,999,0,3,-36.1,4.963,1
386,22.0,2,3,1,0,1,0,1,11,4,16,1.0,999,0,3,-42.0,4.076,1
387,39.0,11,2,3,0,1,0,0,11,3,640,1.0,999,1,1,-42.0,4.12,1
388,35.0,1,2,4,0,1,0,1,5,4,228,3.0,999,0,3,-36.4,4.86,1
389,39.0,1,3,4,0,1,0,0,10,2,386,1.0,999,0,3,-26.9,0.737,0
390,37.0,1,2,7,0,1,1,0,8,5,239,3.0,999,0,3,-36.1,4.964,1
391,27.0,10,2,6,0,0,1,1,3,2,18,1.0,999,0,3,-34.8,0.655,1
392,48.0,5,2,3,0,1,0,1,6,5,384,2.0,999,0,3,-41.8,4.967,1
393,46.0,2,2,3,2,1,0,1,5,3,258,1.0,999,0,3,-36.4,4.857,1
394,22.0,1,3,4,0,1,0,0,7,5,64,2.0,999,0,3,-42.7,4.957,1
395,55.0,3,2,6,2,1,0,0,7,5,965,2.0,999,0,3,-42.7,4.963,1
396,55.0,10,2,3,2,1,0,0,7,1,72,6.0,999,0,3,-42.7,4.962,1
397,51.0,1,2,4,0,0,1,0,10,4,181,2.0,999,1,1,-49.5,0.987,1
398,32.0,1,3,7,0,1,1,1,5,2,65,1.0,999,0,3,-36.4,4.857,1
399,24.0,7,3,7,0,1,0,1,6,3,40,1.0,999,0,3,-41.8,4.959,1
400,40.0,4,3,6,0,0,0,1,5,1,111,4.0,999,0,3,-36.4,4.857,1
401,38.0,1,2,4,0,1,0,0,11,2,67,2.0,999,0,3,-42.0,4.153,1
402,32.0,1,3,4,0,0,0,0,11,1,191,2.0,19,2,1,-50.8,1.048,1
403,37.0,1,3,4,2,0,0,0,7,2,712,6.0,999,0,3,-42.7,4.961,0
404,58.0,6,2,1,0,0,0,1,9,3,180,1.0,999,0,3,-29.8,0.781,1
405,32.0,5,3,7,0,1,0,0,3,1,116,1.0,999,0,3,-50.0,1.703,0
406,33.0,8,3,2,2,1,0,1,5,3,230,1.0,999,0,3,-36.4,4.859,1
407,31.0,2,3,4,0,0,1,0,7,3,287,1.0,999,0,3,-42.7,4.963,1
408,40.0,1,3,7,0,0,0,0,4,1,140,4.0,999,1,1,-47.1,1.405,1
409,59.0,6,2,6,2,0,0,1,5,1,107,2.0,999,0,3,-36.4,4.857,1
410,54.0,5,1,7,0,1,0,1,5,4,49,1.0,999,0,3,-36.4,4.86,1
411,43.0,8,2,4,0,0,0,0,7,4,345,1.0,999,0,3,-42.7,4.958,1
412,33.0,10,3,4,0,1,0,0,11,3,375,1.0,999,1,1,-42.0,4.12,1
413,28.0,2,2,3,2,0,1,0,7,1,145,3.0,999,0,3,-42.7,4.96,1
414,46.0,3,2,7,2,1,0,1,6,4,563,2.0,999,0,3,-41.8,4.961,1
415,32.0,2,2,3,0,0,0,0,5,1,177,1.0,999,1,1,-46.2,1.299,1
416,31.0,5,3,7,0,0,0,0,6,4,1094,1.0,999,0,3,-40.8,1.26,1
417,46.0,1,3,7,0,0,0,0,5,1,269,1.0,999,1,1,-46.2,1.264,0
418,49.0,5,2,7,0,1,0,0,7,1,184,1.0,999,0,3,-42.7,4.96,1
419,48.0,7,1,4,0,1,0,0,11,1,82,1.0,999,0,3,-42.0,4.191,1
420,56.0,3,2,7,0,0,1,1,5,3,1697,2.0,999,0,3,-36.4,4.858,0
421,33.0,10,2,7,2,1,0,1,6,2,272,1.0,999,0,3,-41.8,4.864,1
422,31.0,1,2,4,0,1,0,0,5,3,14,1.0,999,0,3,-46.2,1.281,1
423,23.0,8,3,6,2,0,0,1,6,4,169,1.0,999,0,3,-41.8,4.866,1
424,44.0,8,2,4,0,2,2,1,5,2,158,1.0,999,0,3,-36.4,4.856,1
425,40.0,8,3,4,2,1,0,1,6,1,89,1.0,999,0,3,-41.8,4.865,1
426,45.0,1,2,7,2,1,0,0,8,3,119,8.0,999,0,3,-36.1,4.964,1
427,39.0,2,1,4,0,0,1,0,11,1,190,2.0,999,0,3,-42.0,4.191,1
428,36.0,2,2,3,0,1,0,0,5,2,334,1.0,999,0,3,-46.2,1.344,1
429,30.0,10,2,6,0,0,1,0,8,3,100,1.0,999,0,3,-36.1,4.965,1
430,29.0,1,3,4,0,0,0,0,8,2,78,2.0,999,0,3,-36.1,4.965,1
431,28.0,1,2,7,0,1,0,0,4,4,63,1.0,999,0,3,-47.1,1.365,1
432,38.0,3,2,3,0,0,1,1,7,5,129,4.0,999,0,3,-42.7,4.957,1
433,44.0,5,2,7,0,1,0,0,8,1,389,2.0,999,0,3,-36.1,4.965,1
434,36.0,1,3,4,0,0,0,0,7,2,80,1.0,999,0,3,-42.7,4.961,1
435,24.0,9,3,6,0,1,0,0,4,4,413,1.0,999,0,3,-47.1,1.365,0
436,44.0,2,2,3,2,0,0,0,4,4,361,1.0,999,0,3,-47.1,1.483,1
437,49.0,8,2,4,0,1,0,0,5,1,165,1.0,999,1,1,-46.2,1.299,1
438,38.0,1,3,7,0,1,0,1,5,5,186,1.0,999,0,3,-36.4,4.857,1
439,53.0,1,2,3,0,1,1,1,5,4,548,1.0,999,0,3,-36.4,4.86,1
440,49.0,2,2,4,0,0,0,1,5,1,560,4.0,999,0,3,-36.4,4.857,1
441,26.0,1,2,4,0,1,1,0,10,1,183,2.0,999,0,3,-26.9,0.731,1
442,26.0,1,3,4,0,0,0,1,5,3,87,5.0,999,0,3,-36.4,4.857,1
443,36.0,1,3,7,2,1,0,0,4,1,198,1.0,999,0,3,-47.1,1.405,1
444,48.0,10,2,6,0,1,1,0,11,5,148,1.0,999,0,3,-42.0,4.021,1
445,28.0,8,2,4,0,1,1,0,5,4,189,1.0,999,1,1,-46.2,1.266,1
446,56.0,1,2,7,0,0,1,0,8,4,260,3.0,999,0,3,-36.1,4.968,1
447,42.0,10,2,6,0,1,0,0,8,2,607,3.0,999,0,3,-36.1,4.968,0
448,33.0,1,1,7,0,0,1,1,5,5,128,1.0,999,0,3,-36.4,4.855,1
449,32.0,1,3,8,0,1,0,0,5,5,235,2.0,999,1,1,-46.2,1.25,1
450,43.0,3,2,1,0,1,0,1,5,2,296,2.0,999,0,3,-36.4,4.857,1
451,45.0,1,2,4,0,0,0,1,6,3,125,8.0,999,0,3,-41.8,4.962,1
452,45.0,2,2,1,2,0,0,1,5,5,108,5.0,999,0,3,-36.4,4.857,1
453,34.0,1,2,7,0,1,0,0,11,1,92,1.0,999,0,3,-42.0,4.191,1
454,27.0,9,3,3,0,0,0,0,7,5,104,1.0,999,0,3,-42.7,4.963,1
455,30.0,1,3,7,0,1,0,0,6,3,617,2.0,999,0,3,-40.8,1.26,0
456,46.0,2,2,1,0,1,0,1,5,5,107,3.0,999,0,3,-36.4,4.855,1
457,34.0,1,2,4,0,1,0,1,5,2,58,2.0,999,1,1,-46.2,1.291,1
458,34.0,10,1,6,0,0,0,1,8,5,336,1.0,999,0,3,-36.1,4.964,1
459,39.0,5,2,7,0,0,0,1,6,3,129,3.0,999,0,3,-41.8,4.959,1
460,59.0,2,2,3,0,0,0,0,4,4,332,2.0,999,1,1,-47.1,1.41,1
461,36.0,2,3,3,0,0,1,1,11,3,590,2.0,999,0,3,-42.0,4.12,1
462,54.0,3,1,8,0,0,1,0,4,4,461,2.0,999,1,1,-47.1,1.41,1
463,47.0,8,2,6,0,1,0,1,5,5,226,2.0,999,0,3,-36.4,4.857,1
464,40.0,8,1,4,0,0,0,0,5,2,49,1.0,999,0,3,-46.2,1.291,1
465,55.0,2,1,3,0,1,1,0,7,2,80,1.0,999,0,3,-42.7,4.961,1
466,35.0,2,2,4,0,0,0,1,7,5,260,3.0,999,0,3,-42.7,4.959,1
467,58.0,7,1,8,0,1,0,1,5,4,491,2.0,999,0,3,-36.4,4.86,1
468,41.0,2,2,3,2,0,0,1,6,4,203,2.0,999,0,3,-41.8,4.961,1
469,50.0,1,2,2,0,0,0,1,5,1,61,1.0,999,0,3,-36.4,4.857,1
470,55.0,8,2,3,0,1,0,1,7,3,78,4.0,999,0,3,-42.7,4.963,1
471,60.0,2,2,1,2,0,1,1,7,3,271,1.0,999,0,3,-42.7,4.962,1
472,42.0,2,2,2,0,1,0,1,5,3,347,1.0,999,0,3,-36.4,4.859,1
473,39.0,5,2,7,0,0,0,1,5,1,102,22.0,999,0,3,-36.4,4.857,1
474,59.0,10,2,6,0,1,0,0,8,3,210,4.0,999,0,3,-31.4,0.834,0
475,53.0,5,2,7,0,1,1,0,11,2,60,1.0,999,0,3,-42.0,4.153,1
476,34.0,10,2,6,0,1,0,0,5,4,703,4.0,999,0,3,-46.2,1.266,1
477,30.0,1,3,7,0,0,0,0,8,5,459,1.0,999,0,3,-36.1,4.966,0
478,39.0,4,1,3,0,1,0,0,7,4,105,1.0,999,0,3,-42.7,4.958,1
479,49.0,7,2,3,2,1,0,0,7,4,82,1.0,999,0,3,-42.7,4.958,1
480,52.0,8,2,7,0,1,0,1,5,3,370,1.0,999,0,3,-36.4,4.858,1
481,58.0,1,1,7,2,0,0,0,8,1,129,2.0,999,0,3,-36.1,4.965,1
482,32.0,1,2,4,0,0,0,1,10,2,101,1.0,999,0,3,-40.4,4.968,0
483,43.0,2,2,3,2,0,0,0,7,4,401,1.0,999,0,3,-42.7,4.962,1
484,52.0,7,2,7,0,0,0,1,5,2,31,3.0,999,0,3,-36.4,4.857,1
485,31.0,1,3,7,0,0,0,0,8,1,65,4.0,999,0,3,-36.1,4.965,1
486,57.0,2,1,1,0,0,0,0,6,1,233,1.0,12,1,2,-40.8,1.266,1
487,32.0,9,3,8,0,1,0,0,5,3,188,2.0,999,0,3,-40.0,0.672,0
488,30.0,2,2,2,0,0,0,1,6,2,338,1.0,999,0,3,-41.8,4.864,1
489,33.0,2,2,4,0,0,0,1,5,3,858,1.0,999,0,3,-36.4,4.859,0
490,32.0,10,2,7,0,1,0,0,8,4,148,2.0,4,1,2,-31.4,0.883,1
491,29.0,1,2,4,0,0,0,0,7,3,201,16.0,999,0,3,-42.7,4.963,1
492,34.0,11,2,3,2,1,0,0,4,5,153,3.0,999,0,3,-47.1,1.405,1
493,31.0,5,3,7,0,1,0,0,7,4,166,3.0,999,0,3,-42.7,4.968,1
494,27.0,5,3,7,0,0,0,0,9,1,303,2.0,999,0,3,-37.5,0.879,1
495,43.0,2,3,6,0,0,0,1,5,3,51,2.0,999,0,3,-36.4,4.858,1
496,45.0,3,1,3,0,1,0,0,5,2,29,3.0,999,0,3,-46.2,1.344,1
497,34.0,1,1,7,0,1,0,0,5,2,14,5.0,999,1,1,-46.2,1.291,1
498,50.0,12,2,8,2,0,0,0,7,1,53,1.0,999,0,3,-42.7,4.962,1
499,43.0,2,2,3,0,2,2,1,6,5,37,1.0,999,0,3,-41.8,4.967,1
500,49.0,11,2,1,2,0,0,0,5,3,771,2.0,999,0,3,-46.2,1.281,1
501,32.0,3,1,4,0,1,0,0,5,4,318,3.0,999,0,3,-46.2,1.266,1
502,60.0,5,2,7,2,0,0,1,5,5,409,3.0,999,0,3,-36.4,4.855,1
503,35.0,1,1,7,0,0,0,1,5,1,695,4.0,999,0,3,-36.4,4.857,1
504,29.0,1,3,4,0,0,0,0,5,4,14,7.0,999,0,3,-46.2,1.266,1
505,24.0,7,3,7,0,0,0,0,8,4,64,3.0,999,0,3,-31.4,0.829,1
506,33.0,11,3,4,0,1,0,1,6,1,142,3.0,999,0,3,-41.8,4.961,1
507,44.0,1,3,7,0,1,0,0,5,5,211,4.0,3,1,2,-40.0,0.682,0
508,33.0,1,3,7,0,0,0,0,8,3,192,1.0,999,0,3,-31.4,0.879,1
509,53.0,10,2,6,0,1,0,1,9,5,384,1.0,999,0,3,-29.8,0.803,1
510,40.0,10,2,6,0,1,0,0,5,2,211,2.0,999,0,3,-46.2,1.344,1
511,49.0,2,2,4,0,0,0,0,8,2,193,2.0,999,0,3,-36.1,4.968,1
512,57.0,8,2,4,0,1,0,0,4,4,275,2.0,999,1,1,-47.1,1.435,1
513,41.0,2,2,3,0,1,0,0,5,2,123,1.0,999,0,3,-46.2,1.344,1
514,47.0,2,3,3,0,1,0,1,5,4,54,1.0,999,0,3,-36.4,4.86,1
515,47.0,2,2,1,0,0,0,0,8,5,77,5.0,999,0,3,-36.1,4.964,1
516,30.0,1,2,7,0,1,0,1,5,5,238,3.0,999,0,3,-36.4,4.864,1
517,55.0,6,2,2,2,0,0,0,7,2,61,3.0,999,0,3,-42.7,4.962,1
518,46.0,1,1,7,2,0,0,1,5,2,245,1.0,999,0,3,-36.4,4.856,1
519,26.0,7,2,7,0,1,0,1,6,2,59,1.0,999,0,3,-41.8,4.864,1
520,28.0,8,2,4,0,0,0,0,7,2,171,1.0,999,0,3,-42.7,4.962,1
521,55.0,10,2,6,2,1,0,1,6,3,59,1.0,999,0,3,-41.8,4.962,1
522,39.0,2,1,2,2,1,1,1,5,3,32,1.0,999,0,3,-36.4,4.856,1
523,27.0,2,2,3,2,0,0,0,7,2,364,2.0,999,0,3,-42.7,4.961,1
524,26.0,12,3,4,2,1,1,1,6,3,524,15.0,999,0,3,-41.8,4.864,0
525,47.0,10,2,3,0,1,0,1,5,2,271,1.0,999,0,3,-36.4,4.856,1
526,45.0,10,2,7,0,1,0,1,11,1,275,1.0,999,0,3,-42.0,4.191,1
527,39.0,3,2,2,0,0,0,0,9,2,106,4.0,16,2,1,-29.8,0.819,1
528,55.0,6,3,4,0,1,0,1,5,1,342,1.0,999,0,3,-36.4,4.857,1
529,44.0,1,3,7,0,1,0,1,6,4,541,17.0,999,0,3,-41.8,4.958,0
530,26.0,10,2,6,0,0,0,1,5,2,205,3.0,999,0,3,-36.4,4.857,1
531,29.0,11,2,7,0,0,0,0,7,4,509,1.0,999,0,3,-42.7,4.958,1
532,22.0,9,3,4,0,0,0,0,5,5,87,2.0,999,0,3,-46.2,1.313,1
533,44.0,8,2,1,2,1,0,0,8,1,779,7.0,999,0,3,-36.1,4.963,1
534,34.0,5,1,8,0,1,0,0,5,5,200,3.0,999,1,1,-46.2,1.25,1
535,39.0,2,2,2,0,0,0,0,7,1,178,1.0,999,0,3,-42.7,4.96,1
536,50.0,1,1,7,0,1,0,0,3,2,136,19.0,999,0,3,-50.0,1.614,1
537,31.0,10,2,7,0,1,0,0,5,1,580,1.0,999,0,3,-46.2,1.299,1
538,40.0,2,1,8,0,1,0,1,5,3,110,2.0,999,0,3,-36.4,4.856,1
539,59.0,4,2,1,0,0,1,1,6,1,63,1.0,999,0,3,-41.8,4.961,1
540,35.0,8,3,4,0,1,0,0,4,5,179,1.0,999,0,3,-47.1,1.405,1
541,43.0,2,2,4,0,0,0,0,4,5,997,1.0,999,1,1,-47.1,1.405,0
542,33.0,5,2,7,0,1,0,0,11,3,418,2.0,999,0,3,-42.0,4.12,1
543,37.0,2,2,3,0,1,0,0,7,5,223,1.0,999,0,3,-42.7,4.957,1
544,38.0,1,2,7,0,0,0,0,8,4,395,1.0,999,0,3,-36.1,4.968,0
545,37.0,10,3,3,2,0,1,1,5,2,93,1.0,999,0,3,-36.4,4.856,1
546,42.0,1,1,7,0,0,0,1,5,1,95,1.0,999,0,3,-36.4,4.858,1
547,36.0,10,2,4,0,1,0,0,8,3,53,3.0,999,0,3,-36.1,4.964,1
548,32.0,1,2,7,0,1,0,1,11,5,41,1.0,999,0,3,-42.0,4.021,1
549,28.0,1,3,4,0,1,0,0,5,2,116,2.0,999,0,3,-46.2,1.291,1
550,42.0,2,2,8,0,1,0,1,5,2,37,1.0,999,0,3,-36.4,4.856,1
551,37.0,2,3,3,0,0,0,1,6,3,287,3.0,999,0,3,-41.8,4.959,1
552,39.0,10,2,6,2,1,0,0,5,5,608,2.0,999,0,3,-46.2,1.313,1
553,35.0,2,2,6,0,0,0,1,5,2,241,1.0,999,0,3,-36.4,4.857,1
554,30.0,11,2,4,0,1,1,1,5,1,104,4.0,999,0,3,-46.2,1.354,1
555,28.0,10,3,7,0,0,0,0,3,1,142,2.0,999,0,3,-50.0,1.811,1
556,33.0,1,3,4,0,1,0,0,6,2,74,2.0,999,0,3,-40.8,1.262,1
557,38.0,5,3,7,0,1,1,0,11,4,186,1.0,999,0,3,-42.0,4.076,1
558,27.0,7,3,6,0,0,0,0,7,1,553,2.0,999,0,3,-42.7,4.96,1
559,35.0,5,2,7,0,0,0,0,11,5,207,1.0,999,0,3,-42.0,4.021,1
560,32.0,1,3,7,0,0,0,0,7,3,76,2.0,999,0,3,-42.7,4.962,1
561,36.0,3,2,4,0,0,0,0,11,1,77,2.0,999,0,3,-42.0,4.191,1
562,41.0,2,2,1,0,0,1,1,6,2,110,1.0,999,0,3,-41.8,4.864,1
563,42.0,1,1,7,0,1,0,0,8,5,77,1.0,999,0,3,-36.1,4.963,1
564,40.0,2,2,2,2,1,0,1,5,1,153,1.0,999,0,3,-36.4,4.858,1
565,35.0,2,2,2,2,1,0,1,5,4,224,2.0,999,0,3,-36.4,4.855,1
566,48.0,8,2,3,0,0,0,0,7,3,271,6.0,999,0,3,-42.7,4.963,1
567,31.0,1,2,4,0,0,0,1,5,1,220,3.0,999,0,3,-36.4,4.857,1
568,58.0,6,2,7,0,0,1,1,5,2,226,1.0,999,0,3,-36.4,4.856,1
569,40.0,5,2,7,0,1,1,0,11,5,111,1.0,999,0,3,-42.0,4.021,1
570,39.0,2,2,3,0,1,1,0,5,2,494,1.0,999,0,3,-46.2,1.344,0
571,55.0,1,2,4,0,0,0,0,12,5,254,2.0,999,0,3,-33.0,0.718,1
572,36.0,2,2,3,0,0,1,0,5,5,49,1.0,999,0,3,-46.2,1.313,1
573,45.0,2,1,6,2,0,0,0,7,3,176,1.0,999,0,3,-42.7,4.962,1
574,46.0,10,2,7,0,1,0,0,5,1,231,1.0,999,1,1,-46.2,1.299,1
575,38.0,10,2,7,0,1,1,0,3,2,113,1.0,999,1,1,-50.0,1.687,1
576,55.0,3,2,7,2,1,1,0,11,2,157,2.0,999,0,3,-42.0,4.153,1
577,33.0,7,3,7,0,1,0,0,4,5,254,2.0,999,0,3,-47.1,1.405,1
578,58.0,1,1,4,0,0,0,0,8,2,290,1.0,999,0,3,-36.1,4.963,1
579,38.0,8,2,4,0,1,0,0,4,4,144,1.0,999,0,3,-47.1,1.41,1
580,42.0,2,2,2,0,1,0,0,5,4,56,1.0,999,0,3,-46.2,1.327,1
581,57.0,1,2,7,0,1,0,1,5,4,213,4.0,999,0,3,-36.4,4.86,1
582,40.0,2,2,1,0,0,0,1,5,3,227,1.0,999,0,3,-36.4,4.856,1
583,33.0,8,2,4,0,1,0,0,5,2,223,1.0,999,1,1,-46.2,1.291,1
584,34.0,10,2,8,0,1,0,1,5,2,97,3.0,999,0,3,-40.0,0.682,1
585,55.0,10,2,7,2,0,0,0,8,3,144,1.0,999,0,3,-36.1,4.965,1
586,36.0,2,2,1,2,0,0,0,5,5,612,1.0,999,0,3,-46.2,1.313,1
587,43.0,8,2,4,0,0,0,1,6,3,386,5.0,999,0,3,-41.8,4.962,1
588,43.0,2,2,3,0,0,0,0,5,2,322,4.0,999,0,3,-46.2,1.344,1
589,23.0,2,3,3,0,1,0,0,7,4,119,2.0,999,0,3,-42.7,4.963,1
